17936;.02 MILES FROM US 1;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2015-09-03 12:41:47+00:00;2015
17961;300 FEET FROM PVA 3655 SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-05 19:23:52+00:00;2015
17967;130 FEET FROM PVA 1205 NE MAYNARD RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-09-05 07:12:20+00:00;2015
17973;20 FEET FROM PVA OF 2360 WALNUT ST.;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-09-05 20:58:54+00:00;2015
17974;469 FEET FROM PVA OF 2031 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-05 18:16:32+00:00;2015
17983;0 FEET FROM US 1 HWY (SOUTHBOUND);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-03 17:04:30+00:00;2015
17995;98 FEET FROM ( SR 1652 ) N HARRISON AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-09 21:41:09+00:00;2015
17998;.3 MILES FROM SR1617 (CARPENTER UPCHURCH RD);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-09-10 00:03:12+00:00;2015
17999;CARY;CONCRETE;WET;DAYLIGHT;RAIN;2015-09-09 19:05:47+00:00;2015
18000;.5 MILES FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-05 01:43:21+00:00;2015
18006;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-09 16:38:00+00:00;2015
18008;70 FEET FROM SR 1628 (O`KELLY CHAPEL RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-09-09 22:09:15+00:00;2015
18012;30 FEET FROM S.R. 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-10 17:50:03+00:00;2015
18013;.1 MILES FROM INNOVATION AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-10 17:59:29+00:00;2015
18018;.10 MILES FROM PVA ( 200 GRANDE HEIGHTS DR );SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-09-10 23:55:05+00:00;2015
18020;20 FEET FROM US 1 EXIT 98 RAMP SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-10 17:42:33+00:00;2015
18023;200 FEET FROM SR1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-08 12:53:14+00:00;2015
18028;NEAR .01 MILES W OF W NC 55 HWY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2015-09-10 11:18:26+00:00;2015
18046;.1 MILES FROM WORLD TRADE BLVD;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-09-09 22:55:16+00:00;2015
18048;60 FEET FROM PVA OF 270 GRANDE HEIGHTS DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-11 04:27:00+00:00;2015
18049;50 FEET FROM SR #3977 (SE CARY PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-09-13 02:50:00+00:00;2015
18064;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-12 14:47:00+00:00;2015
18068;40 FEET FROM SR 3977 (SE CARY PKWY);COARSE ASPHALT;UNKNOWN;DARK - LIGHTED ROADWAY;CLEAR;2015-09-12 22:07:53+00:00;2015
18070;.06 MILES FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-14 19:25:48+00:00;2015
18072;80 FEET FROM TRINITY RD;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2015-09-13 05:06:55+00:00;2015
18078;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-14 22:18:00+00:00;2015
18079;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-09-15 03:30:00+00:00;2015
18084;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-09-16 00:21:03+00:00;2015
23092;165 FEET FROM PVA (1005 TRINITY RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-21 18:37:07+00:00;2016
23097;0 FEET FROM SR 1011 (W CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-20 13:45:09+00:00;2016
23099;400 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-19 12:01:45+00:00;2016
23100;.01 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-19 11:50:33+00:00;2016
23102;.02 MILES FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-20 16:56:00+00:00;2016
23103;300 FEET FROM WINDY PEAK LOOP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-20 14:54:00+00:00;2016
23105;499 FEET FROM PVA (575 NEW WAVERLY PL);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-21 16:31:00+00:00;2016
23109;175 FEET FROM KENNONDALE CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-21 14:24:00+00:00;2016
23119;85 FEET FROM 305 COLONADES WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-09 19:41:46+00:00;2016
23121;200 FEET FROM SR1415 (SE MAYNARD RD);;;;CLOUDY;2016-07-22 19:20:34+00:00;2016
23130;490 FEET FROM SR# 3112 (NW CARY PKWY);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-07-25 02:20:00+00:00;2016
23145;20 FEET FROM WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-24 19:50:48+00:00;2016
23148;30 FEET FROM SR 1152 (HOLLY SPRINGS RD.);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-25 12:41:59+00:00;2016
23149;200 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-25 15:24:00+00:00;2016
23166;40 FEET FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-25 16:23:00+00:00;2016
23168;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-26 15:15:00+00:00;2016
23174;10 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-07-26 21:40:53+00:00;2016
23178;0 FEET FROM CRESCENT GREEN;SMOOTH ASPHALT;WATER (STANDING, MOVING);DAYLIGHT;CLEAR;2016-07-26 18:46:13+00:00;2016
23198;0 MILES FROM AERIAL CENTER PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-28 18:50:33+00:00;2016
23210;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-29 17:15:27+00:00;2016
23212;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-28 18:20:33+00:00;2016
23218;CARY;SMOOTH ASPHALT;UNKNOWN;UNKNOWN;CLOUDY;2016-07-31 17:41:58+00:00;2016
23225;50 FEET FROM COLLINGTON DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-07-28 05:27:44+00:00;2016
23240;30 FEET FROM SR 3977 (NW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-31 14:19:00+00:00;2016
23242;330 FEET FROM SR #1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-31 21:14:11+00:00;2016
23245;237 FEET FROM SR 3977 (SW CARY PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-31 12:44:24+00:00;2016
23247;CARY;;;;CLOUDY;2016-08-01 21:33:28+00:00;2016
23252;.05 MILES FROM FOREST PARK WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-07-31 04:00:00+00:00;2016
23257;500 FEET FROM SR#1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-02 00:45:44+00:00;2016
23265;120 FEET FROM SR-1313 WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-08-02 23:53:14+00:00;2016
23272;450 FEET FROM PVA OF 409 CROSSROADS BLV;;;;CLOUDY;2016-07-02 03:56:00+00:00;2016
23278;80 FEET FROM SR 3081 CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-04 12:51:54+00:00;2016
23293;20 FEET FROM 4212 NW CARY PKWY (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-02 12:12:47+00:00;2016
23307;800 FEET FROM SR1010 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-05 17:59:18+00:00;2016
23309;322 FEET FROM PVA (500 SAS CAMPUS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-08-05 21:08:33+00:00;2016
23310;15 FEET FROM SW CARY PKWY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-08-05 21:47:42+00:00;2016
23319;35 FEET FROM SR# 1011 (W CHATHAM ST);COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-08-06 20:05:51+00:00;2016
23322;300 FEET FROM PVA (1105 WALNUT ST);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-07 04:17:00+00:00;2016
23325;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-07 13:05:39+00:00;2016
23330;200 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-08-07 16:25:00+00:00;2016
23332;.07 MILES FROM SR-1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-08-07 19:48:06+00:00;2016
23342;20 FEET FROM WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-08-08 22:28:59+00:00;2016
23344;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-08-08 23:20:21+00:00;2016
23346;75 FEET FROM P.V.A. (JASON`S DELI);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-08-08 22:01:48+00:00;2016
23348;200 FEET FROM WESTON PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-08 16:25:00+00:00;2016
23358;0 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-09 14:02:00+00:00;2016
23364;450 FEET FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-10 15:39:00+00:00;2016
23366;21 FEET FROM NW MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-09 20:49:13+00:00;2016
23369;100 FEET FROM SR 1002 (AVIATION PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-10 18:48:52+00:00;2016
23376;200 FEET FROM NC 55;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-09 19:13:35+00:00;2016
23380;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-11 14:43:00+00:00;2016
23390;100 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-10 21:37:23+00:00;2016
23399;.10 MILES FROM US 1 NORTH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-12 17:28:03+00:00;2016
23402;135 FEET FROM 1200 CRESCENT GREEN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-11 17:43:07+00:00;2016
23404;15 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-09 13:43:05+00:00;2016
23407;60 FEET FROM WIDDINGTON LN;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-12 11:00:57+00:00;2016
23414;.18 MILES FROM P.V.A. 1000 WATERFORD FOREST C;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-15 02:14:00+00:00;2016
23419;.3 MILES FROM SR 1600 GREEN LEVEL CHURCH RD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-12 21:42:21+00:00;2016
23421;300 FEET FROM PVA OF 700 RENSHAW CT;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-12 02:29:00+00:00;2016
23431;.10 MILES FROM PVA OF 100 NOTTINGHAM DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-13 18:11:45+00:00;2016
23436;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-14 18:10:29+00:00;2016
23438;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-14 10:54:20+00:00;2016
23441;15 FEET FROM P.V.A. (COOKOUT);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-14 02:56:00+00:00;2016
23442;389 FEET FROM PVA OF 1151 TRYON VILLAGE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-14 19:22:34+00:00;2016
23451;100 FEET FROM 4240 NW CARY PKWY (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-09 18:36:59+00:00;2016
23452;0 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-12 18:50:00+00:00;2016
23457;25 FEET FROM SR 3977 NW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-15 14:17:00+00:00;2016
23464;60 FEET FROM SR 1010 TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-15 17:15:26+00:00;2016
23466;.05 MILES FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-15 21:01:07+00:00;2016
23476;.10 MILES FROM SR 1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-13 06:23:43+00:00;2016
23479;.02 MILES FROM PVA OF 1515 SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-16 15:05:00+00:00;2016
23503;20 FEET FROM NOTTINGHAM DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-17 11:54:14+00:00;2016
23510;50 FEET FROM PVA 575 NEW WAVERLY PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-18 21:52:05+00:00;2016
23512;.1 MILES FROM U.S. 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-08-19 02:07:00+00:00;2016
23518;176 FEET FROM SR1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-17 16:52:00+00:00;2016
23520;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-08-19 16:14:00+00:00;2016
23522;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-19 18:46:12+00:00;2016
23526;CARY;;;;CLOUDY;2016-08-19 02:49:00+00:00;2016
23530;50 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-18 23:51:00+00:00;2016
23536;.24 MILES FROM SR 1652 (EVANS RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-20 22:39:07+00:00;2016
23537;200 FEET FROM P.V.A OF 423 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-20 11:23:20+00:00;2016
23542;150 FEET FROM PVA OF 270 NOTTINGHAM DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-21 20:26:15+00:00;2016
23549;.02 MILES FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-21 19:08:39+00:00;2016
23566;68 FEET FROM CHAPEL HILL RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-22 21:08:57+00:00;2016
23570;.12 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DAYLIGHT;CLEAR;2016-08-23 12:20:36+00:00;2016
23572;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-23 13:39:39+00:00;2016
23573;200 FEET FROM S WALKER ST;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-23 14:24:00+00:00;2016
23574;400 FEET FROM PVA OF 720 SE MAYNARD RD;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-23 16:45:00+00:00;2016
23577;.2 MILES FROM PVA (4000 CENTREGREEN WAY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-23 20:33:13+00:00;2016
23578;50 FEET FROM SR1497 (CARY TOWNE BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-23 20:08:22+00:00;2016
23579;35 FEET FROM 101 SE CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-24 13:42:17+00:00;2016
23581;100 FEET FROM PVA 5501 DILLARD DR.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-08-11 05:51:01+00:00;2016
23588;5 FEET FROM SR 1615 EVANS RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-08-19 05:38:56+00:00;2016
23591;.10 MILES FROM PVA 1204 VILLAGE GREENWAY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-08-17 04:47:00+00:00;2016
15555;CARY;COARSE ASPHALT;SNOW;DAYLIGHT;SNOW;2015-02-24 17:46:00+00:00;2015
15557;CARY;SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2015-02-24 18:42:58+00:00;2015
15563;200 FEET FROM 2741 NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-02-13 20:16:26+00:00;2015
15564;.11 MILES FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2015-02-24 20:04:56+00:00;2015
15566;0.64 MILES FROM US 1 HWY;GROOVED CONCRETE;SNOW;DAYLIGHT;SNOW;2015-02-24 13:11:38+00:00;2015
15568;62 FEET FROM SUDBURY DR;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2015-02-25 15:14:00+00:00;2015
15570;10 FEET FROM US1;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2015-02-25 12:13:41+00:00;2015
15572;62 FEET FROM SUDBURY DR;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2015-02-25 14:35:01+00:00;2015
15574;250 FEET FROM 3000 ALEXAN DR (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-02-25 13:43:59+00:00;2015
15581;30 FEET FROM SR3090 (WESTON PKWY);SMOOTH ASPHALT;ICE;DAYLIGHT;CLOUDY;2015-02-25 13:54:17+00:00;2015
15582;0 FEET FROM NC 54 HWY;SMOOTH ASPHALT;SNOW;DAYLIGHT;SNOW;2015-02-24 14:22:29+00:00;2015
15584;250 FEET FROM PVA (1300 SE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-02-25 21:08:17+00:00;2015
15594;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2015-02-25 22:47:51+00:00;2015
15599;.2 MILES FROM SR 1633 (GOOD HOPE CHURCH RD);SMOOTH ASPHALT;SNOW;DAYLIGHT;CLEAR;2015-02-27 15:51:00+00:00;2015
15601;25 FEET FROM SUMMERWINDS DR;SMOOTH ASPHALT;ICE;DAYLIGHT;SNOW;2015-02-25 14:32:01+00:00;2015
15603;CARY;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2015-02-27 12:19:24+00:00;2015
15606;.2 MILES FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-02-26 02:37:05+00:00;2015
15613;50 FEET FROM S.R. 3977 (SE CARY PKWY);SMOOTH ASPHALT;ICE;DAWN;SNOW;2015-02-27 10:54:28+00:00;2015
15630;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-02 16:25:00+00:00;2015
15640;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-03-03 22:36:25+00:00;2015
15642;400 FEET FROM PVA OF 2031 WALNUT ST;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-03-03 19:50:57+00:00;2015
15647;275 FEET FROM [SR 3977] SW CARY PKWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-05 00:51:14+00:00;2015
15648;1 MILES FROM US HWY 64;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2015-03-04 00:06:06+00:00;2015
15654;15 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-04 17:49:00+00:00;2015
15661;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-04 23:53:25+00:00;2015
15665;20 FEET FROM CORK HARBOR DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-04 17:43:00+00:00;2015
15676;.2 MILES FROM HIGH HOUSE RD SR 1615;SMOOTH ASPHALT;ICE;DAYLIGHT;CLEAR;2015-03-06 13:14:39+00:00;2015
15680;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-06 15:24:00+00:00;2015
15686;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-02 21:58:07+00:00;2015
15691;.1 MILES FROM US1;CONCRETE;DRY;DAYLIGHT;CLEAR;2015-03-06 21:19:58+00:00;2015
15706;225 FEET FROM 121 TEAM HENDRICK WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-06 23:00:09+00:00;2015
15711;350 FEET FROM PVA OF 990 KILDAIRE FARM RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-03-05 16:46:00+00:00;2015
15713;45 FEET FROM NC 54 HWY (NE MAYNARD RD.);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-03-03 16:08:00+00:00;2015
15718;300 FEET FROM SR# 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-03-09 14:53:00+00:00;2015
15729;30 FEET FROM 8010 TRYON WOODS DR (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-10 16:57:00+00:00;2015
15740;200 FEET FROM PVA OF 400 AUTO PARK BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-10 20:20:37+00:00;2015
15741;300 FEET FROM SR#1011 (OLD APEX RD);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2015-03-10 22:16:04+00:00;2015
15742;250 FEET FROM 1050 CRESENT GREEN DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-10 22:23:24+00:00;2015
15745;100 FEET FROM SR 1615 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAWN;CLEAR;2015-03-11 10:50:08+00:00;2015
15757;210 FEET FROM PVA (8010 TRYON WOODS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-03-11 16:38:00+00:00;2015
15759;CARY;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLOUDY;2015-03-12 12:30:41+00:00;2015
15765;210 FEET FROM SR 3097 (AVIATION PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-10 22:44:29+00:00;2015
15773;10 FEET FROM SR 1415 (NE MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-03-13 15:47:00+00:00;2015
15775;50 FEET FROM DUTCHESS DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-10 17:10:51+00:00;2015
15781;.3 MILES FROM NW CARY PKWY 3977;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-13 19:11:47+00:00;2015
15782;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-13 00:09:20+00:00;2015
15783;100 FEET FROM SR 1313 (WALNUT ST);CONCRETE;DRY;DAYLIGHT;CLOUDY;2015-03-13 19:05:54+00:00;2015
15797;.10 MILES FROM 270 GRANDE HEIGHTS DR.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-16 17:19:18+00:00;2015
15798;.25 MILES FROM SR # 1652 (N. HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-16 20:45:00+00:00;2015
15802;97 FEET FROM SR# 3060 (MORRISVILLE PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-15 13:19:28+00:00;2015
15805;NEAR .18 MILES E OF E PVA OF 1401 BAKER RD;GRAVEL;SAND, MUD, DIRT, GRAVEL;DAYLIGHT;CLEAR;2015-03-17 13:48:57+00:00;2015
15807;300 FEET FROM PVA OF 237 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-17 21:17:52+00:00;2015
15808;30 FEET FROM PVA OF 501 CAITBOO AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-17 22:07:22+00:00;2015
15812;74 FEET FROM PVA (241 CROSSROADS BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-17 15:21:00+00:00;2015
15824;86 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2015-03-13 18:31:43+00:00;2015
15826;.15 MILES FROM CARPENTER UPCHURCH RD (SR1617);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-18 16:51:00+00:00;2015
15828;40 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-17 21:38:53+00:00;2015
15837;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-19 10:55:35+00:00;2015
15839;76 FEET FROM GREGORY DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-18 18:12:08+00:00;2015
15840;.1 MILES FROM PVA 1700 REGENCY PKWY;SMOOTH ASPHALT;WET;DUSK;RAIN;2015-03-19 22:48:25+00:00;2015
15842;320 FEET FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2015-03-16 18:54:11+00:00;2015
15843;CARY;;;;CLOUDY;2015-03-13 12:59:00+00:00;2015
15863;75 FEET FROM SR 1652 (HARRISON AVE);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-03-19 21:39:25+00:00;2015
15866;0 FEET FROM SR 1497 (CARY TOWNE BLVD);SMOOTH ASPHALT;WATER (STANDING, MOVING);DARK - LIGHTED ROADWAY;RAIN;2015-03-20 00:39:04+00:00;2015
